imunes;pseudo_imunes;infectantes_gerados;doentes;acidentados;sadios;nacimentos
6178;3332;8;18;812;80;1926
6172;3358;7;17;864;80;1940
6204;3274;9;19;834;80;1872
6143;3335;7;21;820;80;1902
6128;3355;12;26;880;80;1983
6186;3295;12;27;857;80;1977
6180;3346;8;25;795;80;1830
6144;3343;6;22;841;80;1935
6195;3295;10;19;851;80;1940
6186;3316;8;19;851;80;1931
6172;3311;7;21;843;80;1878
6206;3251;10;21;809;80;1886
6212;3299;11;22;838;80;1917
6202;3278;13;27;853;80;1935
6163;3319;9;24;825;80;1905
6145;3357;9;24;847;80;1949
6165;3326;11;24;851;80;1893
6178;3308;8;24;861;80;1973
6119;3353;8;23;862;80;1953
6201;3295;9;21;819;80;1915
6246;3256;13;25;791;80;1840
6296;3196;8;21;831;80;1882
6261;3230;8;23;892;80;1984
6237;3265;14;27;811;80;1878
6265;3221;16;33;839;80;1827
6292;3206;15;36;854;80;1896
6304;3166;12;35;814;80;1913
6307;3190;16;38;847;80;1984
6261;3225;17;39;885;80;1899
6219;3269;15;39;886;80;1916
6227;3232;17;41;850;80;1878
6211;3262;14;39;851;80;1967
6208;3301;18;44;794;80;1903
6213;3305;15;44;881;80;1955
6236;3256;20;46;872;80;1876
6250;3248;19;48;827;80;1931
6243;3213;14;44;856;80;1868
6233;3229;12;31;844;80;1935
6284;3205;15;29;881;80;1901
6286;3224;9;21;826;80;1900
6224;3264;8;25;861;80;1893
6190;3336;11;25;829;80;1946
6174;3344;6;21;870;80;1865
6153;3374;8;21;808;80;1902
6142;3364;12;21;848;80;1954
6251;3249;9;20;837;80;1962
6197;3244;8;18;821;80;1811
6217;3281;5;18;798;80;1972
6227;3285;6;18;822;80;1924
6232;3282;10;18;873;80;1940
6225;3289;17;27;855;80;1867
6267;3243;12;30;870;80;1945
6253;3224;15;30;843;80;1853
6304;3196;12;25;792;80;1865
6290;3220;13;30;838;80;1929
6293;3197;13;30;860;80;1931
6337;3127;15;30;843;80;1867
6363;3140;14;33;834;80;1939
6369;3126;12;31;828;80;1834
6331;3124;13;31;907;80;1941
6308;3201;14;33;830;80;1890
6241;3224;10;32;864;80;1887
6288;3244;8;24;808;80;1874
6288;3227;13;24;827;80;1892
6274;3207;11;27;836;80;1894
6257;3240;9;31;841;80;1895
6198;3295;8;26;834;80;1903
6182;3293;12;26;871;80;1971
6142;3333;16;30;896;80;1899
6126;3316;24;46;839;80;1943
6138;3320;16;46;829;80;1944
6154;3292;13;40;901;80;1932
6188;3309;18;35;856;80;1985
6212;3291;18;38;902;80;1975
6170;3316;10;37;832;80;1865
6217;3287;13;35;843;80;1863
6201;3281;15;32;841;80;1873
6196;3236;13;34;859;80;1897
6218;3270;16;35;892;80;2004
6251;3253;14;32;841;80;1894
6257;3249;12;29;903;80;1940
6198;3280;9;26;891;80;1911
6246;3241;7;24;842;80;1953
6241;3274;11;25;910;80;2009
6264;3233;11;24;855;80;1883
6244;3226;10;24;830;80;1814
6289;3239;11;26;836;80;1910
6318;3159;9;23;858;80;1888
6258;3232;8;24;883;80;1963
6221;3276;13;26;846;80;1884
6232;3264;9;27;817;80;1920
6243;3222;13;28;869;80;1874
6261;3226;10;24;844;80;2001
6299;3219;8;26;820;80;1900
6268;3237;14;28;840;80;1896
6223;3264;15;31;863;80;1849
6243;3274;11;29;821;80;1937
6234;3237;13;32;845;80;1821
6196;3266;11;27;899;80;2006
6172;3323;15;29;846;80;1941
6169;3302;17;37;816;80;1876
6129;3352;18;42;862;80;1920
6163;3310;17;41;810;80;1924
6224;3264;23;44;828;80;1967
6192;3253;14;38;854;80;1885
6202;3256;15;34;890;80;1946
6187;3281;18;35;840;80;1918
6175;3297;20;46;825;80;1888
6179;3304;14;41;843;80;1942
6215;3290;16;38;874;80;1960
6279;3248;13;37;810;80;1859
6240;3247;13;38;891;80;1944
6218;3255;18;41;854;80;1930
6160;3265;12;40;864;80;1916
6216;3273;18;42;897;80;1970
6234;3254;15;35;883;80;1899
6269;3220;15;40;829;80;1914
6250;3231;12;33;879;80;1915
6291;3216;11;29;845;80;1910
6214;3298;10;23;879;80;1954
6202;3278;11;22;864;80;1903
6184;3329;11;25;868;80;1939
6152;3337;9;24;873;80;1915
6131;3340;10;27;838;80;1882
6148;3358;9;24;792;80;1903
6145;3346;13;28;820;80;1870
6172;3318;11;30;861;80;1968
6167;3304;9;24;834;80;1898
6181;3304;9;21;815;80;1896
6207;3265;9;20;851;80;1966
6226;3273;4;17;827;80;1916
6227;3275;5;15;826;80;1906
6245;3274;6;10;828;80;1890
6280;3224;4;10;852;80;1901
6243;3223;7;13;880;80;1894
6309;3204;7;14;875;80;1956
6282;3232;4;14;838;80;1933
6316;3195;7;15;869;80;1870
6272;3223;6;15;841;80;1891
6266;3259;3;12;850;80;1951
6244;3318;1;7;830;80;1942
6191;3342;1;4;880;80;1849
6209;3275;4;4;824;80;1839
6226;3325;1;5;804;80;1967
6210;3295;2;4;851;80;1887
6209;3324;0;1;862;80;1983
6195;3354;0;1;835;80;1918
6167;3360;2;2;848;80;1913
6220;3307;0;2;817;80;1895
6183;3291;2;3;921;80;1964
6189;3322;1;3;832;80;1943
6216;3310;1;4;858;80;1944
6195;3342;2;4;853;80;1887
6168;3338;1;2;869;80;1922
6188;3315;1;3;862;80;1911
6189;3309;1;3;875;80;1983
6203;3323;2;3;817;80;1901
6260;3240;3;4;810;80;1861
6225;3286;2;5;864;80;1953
6218;3283;2;6;757;80;1868
6211;3292;5;9;885;80;1930
6173;3322;3;8;824;80;1853
6181;3302;4;9;873;80;1925
6196;3329;4;10;834;80;1921
6202;3290;3;8;874;80;1951
6180;3317;1;5;838;80;1919
6247;3276;2;4;788;80;1861
6196;3313;0;2;829;80;1933
6219;3298;2;3;844;80;1921
6243;3301;1;3;863;80;1981
6199;3310;2;2;896;80;1929
6267;3280;1;3;850;80;1942
6243;3307;3;5;838;80;1886
6259;3291;2;5;845;80;1920
6228;3253;3;8;884;80;1904
6258;3265;8;13;846;80;1941
6274;3229;10;19;878;80;1924
6262;3236;8;22;891;80;1913
6211;3298;4;17;876;80;1959
6209;3310;6;14;876;80;1953
6203;3310;2;9;845;80;1896
6197;3296;1;7;863;80;1900
6240;3267;3;5;877;80;1936
6309;3221;3;4;833;80;1941
6265;3241;2;4;816;80;1836
6299;3262;0;3;851;80;1960
6302;3258;1;2;861;80;1921
6281;3233;2;3;894;80;1873
6265;3259;1;4;863;80;1939
6216;3299;4;5;800;80;1863
6205;3310;4;7;863;80;1955
6172;3350;4;9;873;80;1928
6151;3368;3;10;858;80;1945
6132;3372;2;8;835;80;1916
6150;3347;2;5;828;80;1891
6176;3348;1;4;811;80;1932
6185;3309;1;3;853;80;1935
6173;3317;2;4;821;80;1928
6195;3308;0;3;858;80;1922
6230;3277;0;1;882;80;1917
6181;3329;1;1;852;80;1927
6241;3302;0;1;810;80;1935
6186;3338;1;2;875;80;1935
6183;3319;2;3;809;80;1824
6187;3293;3;6;870;80;1947
6227;3300;2;5;800;80;1911
6227;3271;2;4;828;80;1939
6261;3240;2;3;829;80;1867
6245;3263;2;3;839;80;1935
6240;3301;1;2;859;80;1968
6203;3294;1;2;872;80;1917
6215;3296;0;2;874;80;1903
6247;3306;1;2;820;80;1923
6259;3270;1;2;848;80;1906
6276;3229;1;3;857;80;1864
6281;3230;1;3;843;80;1883
6314;3244;1;2;856;80;1994
6229;3296;0;1;791;80;1813
6221;3287;0;0;864;80;1881
6265;3286;0;0;868;80;2001
6265;3262;0;0;860;80;1927
6254;3245;0;0;826;80;1860
6233;3265;0;0;861;80;1915
6219;3327;0;0;823;80;1953
6257;3243;0;0;812;80;1838
6257;3276;0;0;875;80;1948
6243;3285;0;0;829;80;1891
6244;3243;0;0;892;80;1920
6190;3289;0;0;875;80;1885
6194;3312;0;0;832;80;1994
6215;3304;0;0;844;80;1902
6178;3311;0;0;898;80;1914
6149;3327;0;0;851;80;1942
6208;3353;0;0;828;80;1992
6259;3322;0;0;820;80;1855
6230;3310;0;0;844;80;1920
6283;3279;0;0;823;80;1917
6282;3268;0;0;811;80;1856
6278;3264;0;0;875;80;1906
6266;3221;0;0;798;80;1840
6273;3225;0;0;863;80;1921
6278;3237;0;0;875;80;1953
6259;3272;0;0;884;80;1971
6168;3356;0;0;837;80;1911
6176;3351;0;0;850;80;1940
6154;3372;0;0;872;80;1939
6167;3336;0;0;840;80;1926
6205;3321;0;0;835;80;1914
6199;3346;0;0;850;80;1923
6236;3313;0;0;811;80;1864
6241;3319;0;0;895;80;1943
6250;3269;0;0;799;80;1874
6187;3323;0;0;816;80;1930
6206;3318;0;0;805;80;1866
6216;3302;0;0;808;80;1901
6260;3302;0;0;803;80;1898
6263;3250;0;0;854;80;1950
6239;3282;0;0;851;80;1893
6282;3289;0;0;842;80;1949
6226;3319;0;0;832;80;1797
6220;3283;0;0;869;80;1963
6191;3317;0;0;865;80;1965
6199;3301;0;0;869;80;1926
6212;3321;0;0;880;80;1955
6244;3268;0;0;848;80;1902
6247;3285;0;0;832;80;1923
6305;3238;0;0;873;80;1928
6263;3240;0;0;804;80;1833
6205;3327;0;0;856;80;1947
6182;3336;0;0;880;80;1936
6208;3347;0;0;771;80;1867
6174;3358;0;0;846;80;1895
6229;3281;0;0;815;80;1912
6239;3279;0;0;786;80;1892
6213;3294;0;0;769;80;1805
6232;3290;0;0;854;80;1971
6224;3309;0;0;818;80;1932
6261;3283;0;0;849;80;1937
6244;3257;0;0;798;80;1779
6254;3250;0;0;854;80;1969
6234;3297;0;0;840;80;1945
6269;3298;0;0;845;80;1928
6200;3347;0;0;887;80;1935
6200;3332;0;0;859;80;1895
6171;3341;0;0;853;80;1904
6208;3326;0;0;860;80;1972
6198;3341;0;0;840;80;1914
6182;3314;0;0;844;80;1903
6228;3306;0;0;842;80;1928
6246;3332;0;0;823;80;1958
6245;3263;0;0;847;80;1858
6190;3318;0;0;851;80;1892
6175;3373;0;0;882;80;1997
6164;3363;0;0;870;80;1931
6137;3389;0;0;834;80;1897
6082;3408;0;0;899;80;1994
6099;3404;0;0;871;80;1951
6101;3414;0;0;821;80;1920
6162;3372;0;0;834;80;1901
6224;3305;0;0;801;80;1921
6268;3256;0;0;884;80;1943
6223;3255;0;0;852;80;1848
6242;3250;0;0;830;80;1933
6281;3279;0;0;806;80;1941
6289;3249;0;0;845;80;1861
6260;3249;0;0;854;80;1905
6282;3239;0;0;863;80;1944
6283;3266;0;0;776;80;1853
6257;3289;0;0;862;80;1892
6269;3255;0;0;869;80;1956
6265;3288;0;0;819;80;1935
6246;3281;0;0;864;80;1877
6194;3302;0;0;856;80;1883
6211;3292;0;0;827;80;1907
6167;3323;0;0;862;80;1947
6142;3349;0;0;832;80;1914
6123;3386;0;0;821;80;1932
6203;3333;0;0;857;80;1950
6216;3296;0;0;842;80;1891
6183;3295;0;0;856;80;1932
6235;3264;0;0;828;80;1935
6171;3333;0;0;894;80;1932
6243;3310;0;0;847;80;1920
6240;3294;0;0;824;80;1908
6216;3273;0;0;848;80;1843
6217;3281;0;0;818;80;1897
6202;3324;0;0;861;80;1960
6191;3325;0;0;830;80;1907
6223;3311;0;0;818;80;1885
6190;3344;0;0;815;80;1898
6201;3290;0;0;864;80;1908
6242;3274;0;0;853;80;1962
6252;3250;0;0;863;80;1906
6239;3259;0;0;865;80;1926
6237;3274;0;0;793;80;1872
6220;3292;0;0;869;80;1910
6264;3286;0;0;814;80;1928
6232;3287;0;0;867;80;1921
6200;3334;0;0;839;80;1876
6259;3275;0;0;814;80;1910
6233;3294;0;0;865;80;1942
6249;3301;0;0;811;80;1905
6256;3268;0;0;881;80;1935
6259;3263;0;0;803;80;1852
6244;3263;0;0;829;80;1903
6319;3226;0;0;837;80;1920
6258;3244;0;0;831;80;1899
6260;3192;0;0;834;80;1832
6263;3242;0;0;828;80;1957
6305;3210;0;0;853;80;1922
6287;3216;0;0;872;80;1937
6280;3273;0;0;838;80;1901
6289;3224;0;0;782;80;1858
6307;3241;0;0;859;80;1915
6301;3257;0;0;847;80;1897
6268;3284;0;0;829;80;1912
6207;3261;0;0;894;80;1888
6245;3280;0;0;834;80;1967
6243;3286;0;0;849;80;1920
6251;3298;0;0;811;80;1943
6153;3345;0;0;899;80;1912
6164;3345;0;0;850;80;1955
6216;3328;0;0;856;80;1935
6234;3304;0;0;826;80;1872
6254;3256;0;0;808;80;1858
6243;3282;0;0;848;80;1926
6257;3272;0;0;881;80;1959
6206;3295;0;0;886;80;1939
6220;3317;0;0;837;80;1894
6223;3285;0;0;830;80;1896
6177;3318;0;0;831;80;1890
6232;3306;0;0;807;80;1930
6239;3316;0;0;843;80;1937
6276;3250;0;0;816;80;1841
6331;3230;0;0;833;80;1988
6304;3238;0;0;857;80;1916
6297;3225;0;0;832;80;1877
6263;3264;0;0;933;80;1914
6263;3242;0;0;889;80;1959
6243;3276;0;0;856;80;1922
6294;3229;0;0;867;80;1877
6266;3229;0;0;853;80;1910
6255;3268;0;0;837;80;1931
6281;3235;0;0;851;80;1949
6272;3229;0;0;904;80;1889
6271;3255;0;0;824;80;1916
6293;3201;0;0;873;80;1900
6267;3250;0;0;831;80;1922
6268;3260;0;0;854;80;1918
6229;3268;0;0;850;80;1886
6224;3299;0;0;857;80;1907
6205;3304;0;0;887;80;1949
6196;3315;0;0;857;80;1909
6181;3321;0;0;842;80;1899
6189;3333;0;0;845;80;1898
6215;3311;0;0;830;80;1980
6166;3328;0;0;850;80;1879
6229;3344;0;0;840;80;1974
6220;3298;0;0;896;80;1943
6214;3315;0;0;847;80;1931
6235;3294;0;0;820;80;1876
6253;3277;0;0;835;80;1898
6245;3262;0;0;808;80;1823
6274;3223;0;0;855;80;1955
6244;3239;0;0;876;80;1932
6243;3263;0;0;854;80;1963
6253;3295;0;0;832;80;1848
6245;3296;0;0;840;80;1910
6211;3309;0;0;844;80;1920
6254;3278;0;0;802;80;1920
6237;3305;0;0;829;80;1907
6225;3330;0;0;857;80;1933
6231;3300;0;0;826;80;1860
6230;3272;0;0;868;80;1928
6222;3282;0;0;866;80;1942
6202;3267;0;0;836;80;1885
6177;3330;0;0;883;80;1950
6199;3312;0;0;810;80;1883
6226;3293;0;0;792;80;1895
6231;3271;0;0;849;80;1865
6213;3283;0;0;892;80;1990
6255;3263;0;0;863;80;1925
6240;3262;0;0;857;80;1882
6228;3283;0;0;817;80;1895
6226;3311;0;0;828;80;1972
6255;3257;0;0;845;80;1873
6215;3266;0;0;861;80;1908
6248;3263;0;0;836;80;1906
6267;3262;0;0;815;80;1930
6273;3271;0;0;808;80;1845
6205;3308;0;0;909;80;1966
6163;3326;0;0;867;80;1936
6124;3370;0;0;878;80;1928
6146;3373;0;0;894;80;1936
6185;3338;0;0;806;80;1952
6200;3323;0;0;826;80;1910
6199;3316;0;0;868;80;1939
6209;3310;0;0;858;80;1919
6244;3261;0;0;814;80;1885
6222;3262;0;0;874;80;1874
6239;3269;0;0;866;80;1976
6219;3281;0;0;893;80;1926
6179;3348;0;0;864;80;1907
6149;3395;0;0;878;80;1965
6150;3348;0;0;813;80;1883
6166;3340;0;0;857;80;1947
6167;3340;0;0;852;80;1963
6151;3326;0;0;842;80;1872
6131;3342;0;0;814;80;1860
6153;3350;0;0;826;80;1919
6202;3324;0;0;855;80;1960
6239;3302;0;0;846;80;1959
6229;3293;0;0;825;80;1860
6205;3320;0;0;822;80;1918
6206;3320;0;0;838;80;1890
6142;3380;0;0;869;80;1965
6153;3362;0;0;886;80;1951
6199;3341;0;0;801;80;1872
6213;3304;0;0;856;80;1895
6228;3297;0;0;829;80;1946
6210;3294;0;0;803;80;1902
6229;3284;0;0;913;80;1988
6203;3327;0;0;864;80;1888
6181;3313;0;0;858;80;1927
6191;3362;0;0;853;80;1938
6175;3353;0;0;814;80;1873
6164;3361;0;0;790;80;1870
6181;3336;0;0;853;80;1925
6209;3299;0;0;886;80;1989
6154;3337;0;0;895;80;1942
6170;3364;0;0;858;80;1959
6169;3359;0;0;853;80;1921
6231;3303;0;0;837;80;1909
6234;3266;0;0;859;80;1915
6223;3260;0;0;785;80;1838
6233;3312;0;0;843;80;1980
6295;3279;0;0;825;80;1862
6241;3231;0;0;877;80;1899
6211;3313;0;0;873;80;1952
6227;3293;0;0;836;80;1925
6197;3338;0;0;847;80;1904
6147;3344;0;0;820;80;1861
6165;3334;0;0;852;80;1993
6191;3325;0;0;844;80;1914
6220;3314;0;0;846;80;1901
6218;3314;0;0;829;80;1905
6261;3286;0;0;812;80;1934
6261;3274;0;0;877;80;1964
6263;3283;0;0;875;80;1944
6239;3289;0;0;817;80;1846
6247;3271;0;0;844;80;1871
6211;3287;0;0;880;80;1904
6217;3320;0;0;827;80;1963
6238;3298;0;0;817;80;1877
6209;3315;0;0;815;80;1862
6215;3290;0;0;851;80;1924
6253;3267;0;0;832;80;1986
6214;3283;0;0;882;80;1922
6211;3319;0;0;853;80;1957
6224;3310;0;0;840;80;1913
6252;3312;0;0;823;80;1889
6223;3314;0;0;853;80;1886
6233;3294;0;0;846;80;1944
6194;3304;0;0;889;80;1897
6208;3319;0;0;834;80;1904
6244;3326;0;0;852;80;1955
6172;3364;0;0;874;80;1916
6189;3334;0;0;797;80;1868
6221;3282;0;0;835;80;1881
6229;3294;0;0;795;80;1889
6258;3240;0;0;821;80;1886
6248;3264;0;0;846;80;1924
6236;3282;0;0;875;80;1969
6193;3328;0;0;862;80;1915
6228;3289;0;0;879;80;1908
6199;3328;0;0;836;80;1922
6189;3296;0;0;857;80;1900
6184;3318;0;0;795;80;1902
6163;3384;0;0;822;80;1902
6192;3325;0;0;848;80;1892
6190;3342;0;0;846;80;1976
6174;3336;0;0;861;80;1891
6185;3318;0;0;850;80;1939
6185;3302;0;0;838;80;1882
6190;3310;0;0;853;80;1989
6173;3314;0;0;842;80;1859
6213;3296;0;0;796;80;1914
6187;3318;0;0;810;80;1884
6213;3318;0;0;866;80;1968
6248;3329;0;0;851;80;1941
6225;3298;0;0;839;80;1873
6262;3289;0;0;824;80;1888
6252;3254;0;0;831;80;1902
6235;3306;0;0;819;80;1936
6200;3323;0;0;840;80;1908
6192;3312;0;0;823;80;1871
6195;3320;0;0;821;80;1901
6252;3280;0;0;837;80;1910
6258;3254;0;0;862;80;1927
6266;3253;0;0;827;80;1909
6280;3274;0;0;838;80;1950
6255;3278;0;0;866;80;1877
6263;3284;0;0;826;80;1896
6204;3321;0;0;818;80;1858
6235;3296;0;0;839;80;1976
6244;3290;0;0;815;80;1884
6263;3286;0;0;853;80;1918
6219;3298;0;0;844;80;1893
6221;3298;0;0;796;80;1884
6283;3315;0;0;809;80;1957
6254;3274;0;0;888;80;1947
6269;3263;0;0;835;80;1910
6215;3308;0;0;882;80;1919
6263;3253;0;0;881;80;1917
6249;3232;0;0;860;80;1927
6241;3253;0;0;889;80;1959
6239;3262;0;0;841;80;1880
6277;3260;0;0;819;80;1924
6243;3253;0;0;851;80;1887
6250;3285;0;0;818;80;1927
6252;3280;0;0;807;80;1854
6262;3274;0;0;857;80;1902
6240;3265;0;0;924;80;1954
6245;3259;0;0;857;80;1928
6169;3340;0;0;851;80;1937
6196;3333;0;0;840;80;1911
6188;3359;0;0;826;80;1881
6212;3330;0;0;815;80;1895
6194;3347;0;0;862;80;1963
6140;3356;0;0;855;80;1858
6152;3370;0;0;799;80;1917
6194;3326;0;0;838;80;1889
6233;3288;0;0;818;80;1952
6222;3301;0;0;841;80;1938
6225;3287;0;0;821;80;1891
6222;3313;0;0;853;80;1940
6285;3266;0;0;843;80;1926
6316;3233;0;0;812;80;1868
6277;3228;0;0;864;80;1900
6285;3233;0;0;825;80;1891
6297;3231;0;0;777;80;1806
6326;3206;0;0;804;80;1893
6337;3194;0;0;831;80;1932
6316;3165;0;0;902;80;1947
6311;3217;0;0;842;80;1896
6244;3283;0;0;829;80;1883
6215;3318;0;0;845;80;1936
6219;3282;0;0;875;80;1959
6185;3329;0;0;832;80;1899
6253;3250;0;0;846;80;1873
6278;3254;0;0;844;80;1900
6239;3272;0;0;862;80;1946
6289;3239;0;0;784;80;1893
6261;3291;0;0;819;80;1861
6237;3297;0;0;847;80;1937
6251;3289;0;0;827;80;1935
6263;3259;0;0;779;80;1819
6227;3284;0;0;856;80;1896
6240;3299;0;0;842;80;1924
6236;3270;0;0;865;80;1947
6245;3286;0;0;847;80;1891
6213;3328;0;0;819;80;1903
6203;3305;0;0;847;80;1913
6191;3336;0;0;847;80;1960
6174;3344;0;0;881;80;1928
6175;3341;0;0;853;80;1900
6158;3343;0;0;868;80;1920
6172;3322;0;0;831;80;1928
6191;3358;0;0;871;80;1997
6173;3357;0;0;850;80;1870
6132;3364;0;0;830;80;1912
6149;3361;0;0;873;80;1957
6160;3345;0;0;850;80;1935
6212;3337;0;0;873;80;1940
6180;3338;0;0;827;80;1882
6211;3292;0;0;857;80;1948
6203;3287;0;0;910;80;1984
6191;3319;0;0;869;80;1918
6149;3370;0;0;844;80;1938
6184;3343;0;0;903;80;1948
6201;3324;0;0;842;80;1928
6234;3301;0;0;854;80;1887
6216;3287;0;0;840;80;1898
6222;3260;0;0;844;80;1895
6210;3300;0;0;844;80;1897
6198;3320;0;0;855;80;1932
6168;3316;0;0;892;80;1953
6179;3334;0;0;840;80;1946
6194;3332;0;0;859;80;1906
6160;3345;0;0;845;80;1917
6184;3303;0;0;893;80;1974
6186;3306;0;0;865;80;1903
6255;3286;0;0;818;80;1885
6221;3279;0;0;902;80;1934
6262;3248;0;0;839;80;1911
6301;3196;0;0;827;80;1883
6283;3220;0;0;851;80;1900
6313;3169;0;0;824;80;1916
6322;3186;0;0;824;80;1887
6315;3218;0;0;845;80;1913
6335;3204;0;0;803;80;1848
6333;3200;0;0;839;80;1894
6308;3209;0;0;915;80;1986
6294;3226;0;0;831;80;1863
6293;3247;0;0;820;80;1882
6264;3270;0;0;848;80;1883
6213;3306;0;0;862;80;1932
6198;3303;0;0;855;80;1899
6235;3288;0;0;853;80;1956
6209;3326;0;0;842;80;1926
6226;3319;0;0;824;80;1930
6217;3290;0;0;874;80;1878
6239;3244;0;0;833;80;1905
6268;3238;0;0;834;80;1908
6344;3208;0;0;823;80;1937
6303;3242;0;0;899;80;1904
6283;3248;0;0;881;80;1915
6305;3259;0;0;831;80;1894
6258;3289;0;0;829;80;1901
6253;3237;0;0;855;80;1845
6254;3274;0;0;819;80;1977
6293;3282;0;0;812;80;1919
6263;3270;0;0;828;80;1880
6202;3324;0;0;802;80;1821
6234;3268;0;0;828;80;1911
6230;3295;0;0;870;80;2002
6238;3284;0;0;845;80;1898
6293;3264;0;0;834;80;1931
6243;3307;0;0;833;80;1893
6208;3345;0;0;819;80;1931
6225;3316;0;0;808;80;1843
6232;3305;0;0;861;80;1921
6211;3304;0;0;829;80;1907
6212;3292;0;0;888;80;1924
6208;3345;0;0;871;80;1958
6174;3373;0;0;846;80;1926
6195;3341;0;0;847;80;1902
6178;3368;0;0;841;80;1963
6210;3339;0;0;809;80;1868
6251;3269;0;0;810;80;1906
6308;3244;0;0;857;80;1927
6343;3199;0;0;818;80;1895
6351;3164;0;0;856;80;1892
6349;3213;0;0;824;80;1917
6297;3247;0;0;868;80;1935
6251;3254;0;0;838;80;1837
6256;3266;0;0;835;80;1897
6218;3231;0;0;862;80;1901
6210;3298;0;0;902;80;2042
6203;3333;0;0;830;80;1902
6160;3366;0;0;851;80;1902
6183;3360;0;0;872;80;1925
6169;3329;0;0;841;80;1928
6166;3364;0;0;844;80;1930
6187;3349;0;0;919;80;1990
6228;3308;0;0;842;80;1867
6244;3260;0;0;894;80;1932
6286;3254;0;0;819;80;1917
6233;3263;0;0;851;80;1877
6240;3286;0;0;886;80;1965
6220;3312;0;0;862;80;1928
6232;3269;0;0;868;80;1892
6262;3273;0;0;780;80;1910
6269;3270;0;0;867;80;1938
6307;3233;0;0;804;80;1854
6259;3273;0;0;866;80;1907
6243;3263;0;0;836;80;1901
6219;3335;0;0;848;80;1934
6194;3336;0;0;860;80;1857
6158;3333;0;0;855;80;1907
6197;3304;0;0;816;80;1932
6201;3307;0;0;856;80;1990
6219;3288;0;0;855;80;1932
6262;3264;0;0;888;80;1939
6199;3348;0;0;862;80;1910
6231;3298;0;0;850;80;1934
6248;3284;0;0;874;80;1922
6282;3280;0;0;820;80;1838
6295;3212;0;0;857;80;1884
6290;3232;0;0;844;80;1905
6313;3193;0;0;836;80;1945
6332;3227;0;0;831;80;1931
6305;3249;0;0;842;80;1887
6224;3313;0;0;811;80;1855
6179;3346;0;0;862;80;1910
6211;3351;0;0;880;80;1988
6159;3381;0;0;886;80;1924
6209;3317;0;0;853;80;1913
6187;3296;0;0;848;80;1886
6256;3244;0;0;844;80;1934
6318;3231;0;0;826;80;1979
6322;3221;0;0;819;80;1868
6296;3220;0;0;824;80;1853
6275;3237;0;0;860;80;1882
6302;3251;0;0;861;80;1958
6306;3237;0;0;853;80;1911
6248;3301;0;0;886;80;1947
6222;3290;0;0;884;80;1925
6253;3296;0;0;832;80;1887
6218;3294;0;0;835;80;1902
6267;3280;0;0;818;80;1973
6269;3265;0;0;882;80;1904
6247;3276;0;0;834;80;1845
6202;3306;0;0;892;80;1918
6212;3283;0;0;872;80;1967
6220;3306;0;0;803;80;1916
6189;3316;0;0;852;80;1872
6163;3363;0;0;830;80;1953
