imunes;pseudo_imunes;infectantes_gerados;doentes;acidentados;sadios;nacimentos
6155;3326;9;22;813;97;1890
6154;3355;12;25;792;97;1906
6120;3417;10;25;827;97;1951
6091;3433;10;25;852;97;1936
6075;3443;10;21;875;97;1955
6103;3404;9;21;841;97;1932
6118;3396;7;19;823;97;1956
6135;3406;8;16;830;97;1928
6143;3364;5;14;844;97;1888
6194;3344;9;16;848;97;1971
6163;3317;8;19;849;97;1887
6214;3295;8;22;834;97;1952
6242;3271;11;21;826;97;1854
6215;3294;10;23;870;97;1929
6254;3218;11;28;823;97;1868
6250;3221;9;28;841;97;1898
6254;3247;11;27;879;97;1935
6319;3215;7;20;834;97;1972
6283;3219;9;22;858;97;1860
6299;3180;9;23;823;97;1885
6347;3183;9;21;844;97;1962
6271;3197;5;17;854;97;1856
6286;3178;6;15;854;97;1894
6339;3175;5;13;808;97;1866
6332;3154;9;16;852;97;1863
6339;3193;9;19;861;97;1923
6325;3192;7;22;837;97;1874
6249;3248;10;24;799;97;1903
6215;3310;6;16;881;97;1916
6238;3256;10;20;846;97;1919
6245;3265;9;21;846;97;1932
6231;3261;8;24;889;97;1951
6178;3284;9;23;818;97;1888
6163;3343;7;24;858;97;1892
6156;3330;12;24;809;97;1876
6158;3304;11;26;831;97;1921
6162;3302;13;31;827;97;1905
6155;3324;13;31;846;97;1936
6168;3321;13;32;889;97;1938
6211;3286;10;29;867;97;1968
6202;3311;5;23;840;97;1895
6233;3261;9;22;853;97;1937
6201;3322;10;22;833;97;1922
6259;3261;9;24;864;97;1971
6299;3238;10;23;837;97;1879
6320;3210;11;22;863;97;1880
6328;3154;9;21;846;97;1927
6355;3171;13;26;828;97;1925
6317;3179;8;26;856;97;1833
6283;3230;13;29;893;97;1984
6239;3241;18;33;856;97;1872
6240;3250;10;35;814;97;1859
6221;3273;15;35;867;97;1893
6180;3292;9;26;900;97;1972
6178;3268;15;28;868;97;1902
6238;3276;17;31;808;97;1942
6286;3229;9;28;815;97;1876
6190;3287;14;31;856;97;1949
6170;3281;14;29;838;97;1873
6189;3321;11;29;840;97;1930
6200;3296;11;25;876;97;1854
6269;3196;9;22;824;97;1911
6265;3227;9;23;881;97;1973
6286;3236;11;23;811;97;1892
6210;3302;11;26;872;97;1893
6230;3294;11;27;846;97;1904
6211;3300;9;25;874;97;1994
6244;3269;7;20;824;97;1870
6250;3261;9;18;857;97;1941
6221;3286;5;14;863;97;1859
6207;3285;6;14;867;97;1943
6230;3273;8;18;827;97;1922
6255;3211;7;17;849;97;1910
6333;3181;11;21;818;97;1893
6325;3159;8;21;866;97;1909
6333;3121;8;24;866;97;1893
6346;3174;13;23;838;97;1960
6325;3198;12;28;790;97;1802
6263;3211;9;28;823;97;1852
6272;3234;13;28;823;97;1879
6294;3194;13;27;837;97;1942
6298;3217;7;24;825;97;1863
6325;3209;15;29;842;97;1957
6318;3191;13;23;844;97;1883
6281;3229;11;27;822;97;1883
6241;3234;13;34;893;97;1931
6243;3233;10;27;847;97;1911
6259;3245;10;25;822;97;1923
6245;3238;15;27;902;97;1961
6264;3260;9;29;810;97;1868
6208;3317;5;26;828;97;1914
6234;3293;11;21;824;97;1887
6232;3266;9;20;831;97;1890
6206;3279;10;25;844;97;1888
6222;3279;9;22;837;97;1928
6225;3271;9;25;819;97;1881
6222;3264;10;23;828;97;1935
6236;3248;11;24;822;97;1902
6319;3204;16;29;802;97;1927
6251;3252;10;30;899;97;1923
6273;3224;9;28;850;97;1916
6270;3201;8;19;836;97;1868
6318;3226;9;20;796;97;1881
6350;3131;13;28;841;97;1895
6310;3157;6;26;879;97;1892
6298;3174;18;32;870;97;1926
6261;3242;7;28;875;97;1910
6248;3253;9;27;891;97;1920
6236;3277;6;19;852;97;1939
6245;3249;10;22;860;97;1918
6280;3206;14;28;891;97;1996
6305;3211;8;24;849;97;1883
6288;3256;13;30;858;97;1932
6249;3256;13;32;881;97;1907
6249;3242;8;29;857;97;1890
6259;3234;9;26;848;97;1880
6305;3201;11;26;834;97;1923
6271;3230;8;27;866;97;1940
6269;3240;10;27;852;97;1900
6308;3183;10;25;833;97;1857
6244;3219;9;23;837;97;1910
6231;3302;13;23;840;97;1972
6190;3346;8;22;843;97;1907
6149;3406;12;26;904;97;1956
6186;3306;14;28;837;97;1868
6251;3218;12;33;831;97;1894
6248;3222;18;38;858;97;1954
6294;3184;8;31;805;97;1932
6268;3227;12;31;869;97;1904
6198;3302;13;29;875;97;1919
6236;3266;15;31;824;97;1878
6248;3267;9;28;841;97;1900
6295;3177;12;30;852;97;1880
6269;3214;8;26;870;97;1974
6274;3212;11;28;873;97;1901
6244;3233;16;31;820;97;1881
6154;3336;9;33;839;97;1896
6184;3316;10;32;807;97;1920
6149;3329;19;31;821;97;1872
6162;3353;11;32;859;97;1949
6159;3293;21;43;878;97;1938
6143;3324;15;37;871;97;1932
6080;3340;12;37;904;97;1944
6218;3258;16;34;797;97;1917
6240;3272;20;35;838;97;1957
6271;3204;17;36;875;97;1920
6269;3213;17;39;861;97;1919
6258;3183;19;39;851;97;1849
6283;3215;21;45;837;97;1922
6286;3187;21;47;842;97;1895
6287;3189;18;50;850;97;1879
6253;3205;16;49;868;97;1862
6270;3206;20;47;869;97;1950
6281;3203;21;50;840;97;1929
6285;3219;31;60;889;97;1936
6227;3246;24;61;854;97;1866
6208;3243;21;62;864;97;1931
6273;3210;35;64;818;97;1939
6259;3192;26;69;844;97;1853
6215;3213;23;70;887;97;1936
6238;3216;25;62;825;97;1906
6226;3242;20;59;791;97;1835
6228;3240;18;55;842;97;1902
6245;3214;16;49;831;97;1897
6293;3193;16;41;826;97;1932
6284;3220;21;46;862;97;1936
6297;3153;22;52;863;97;1868
6332;3129;25;61;847;97;1918
6287;3156;22;58;863;97;1865
6278;3192;23;56;879;97;1961
6259;3227;16;52;862;97;1900
6246;3241;11;43;887;97;1896
6214;3274;23;40;884;97;1924
6224;3249;16;40;876;97;1957
6229;3249;22;49;831;97;1909
6217;3285;20;42;838;97;1931
6240;3242;17;48;810;97;1838
6221;3218;19;45;846;97;1911
6198;3263;12;40;857;97;1929
6241;3263;10;33;807;97;1944
6242;3276;16;32;774;97;1818
6281;3234;16;37;851;97;1924
6238;3229;13;38;847;97;1898
6264;3235;13;37;756;97;1869
6271;3223;12;35;878;97;1947
6312;3200;9;27;823;97;1894
6294;3216;8;23;811;97;1835
6273;3226;10;18;858;97;1921
6235;3254;5;17;854;97;1899
6179;3301;9;17;863;97;1944
6191;3306;5;12;859;97;1891
6155;3326;8;15;866;97;1930
6224;3305;7;18;837;97;1962
6235;3299;8;19;842;97;1932
6230;3286;8;19;845;97;1936
6201;3305;12;24;850;97;1903
6223;3317;9;25;865;97;1943
6212;3274;14;31;851;97;1876
6189;3308;10;29;847;97;1905
6201;3303;8;27;873;97;1971
6232;3291;12;26;852;97;1933
6209;3260;11;26;809;97;1833
6200;3280;11;24;822;97;1936
6221;3294;7;21;860;97;1980
6151;3339;15;27;810;97;1867
6177;3328;9;27;901;97;1914
6189;3288;12;29;864;97;1924
6244;3260;12;28;804;97;1931
6274;3220;8;27;833;97;1867
6294;3224;15;28;842;97;1904
6299;3191;16;30;886;97;1995
6325;3170;7;29;816;97;1834
6302;3227;8;23;855;97;1893
6206;3292;7;17;876;97;1877
6259;3277;12;21;800;97;1911
6237;3281;8;22;862;97;1919
6226;3261;5;22;863;97;1939
6241;3234;7;18;844;97;1921
6268;3218;7;17;852;97;1897
6245;3248;7;16;853;97;1931
6241;3227;11;20;844;97;1959
6221;3286;11;24;885;97;1948
6206;3278;7;20;877;97;1893
6241;3260;7;19;843;97;1865
6233;3277;6;17;801;97;1895
6226;3259;4;14;837;97;1886
6224;3299;7;14;828;97;1892
6178;3333;8;17;883;97;1964
6184;3330;8;19;806;97;1887
6127;3337;9;23;867;97;1889
6169;3311;4;18;850;97;1968
6171;3332;4;15;866;97;2003
6164;3364;10;16;826;97;1938
6146;3366;11;22;870;97;1939
6185;3342;4;21;806;97;1840
6173;3349;8;19;842;97;1957
6162;3290;8;17;861;97;1831
6235;3254;10;23;805;97;1952
6227;3249;10;22;890;97;1895
6260;3235;11;23;832;97;1952
6275;3232;13;26;825;97;1905
6252;3270;9;26;845;97;1960
6185;3303;10;24;870;97;1878
6217;3246;10;27;846;97;1871
6293;3241;14;30;764;97;1886
6309;3169;11;33;855;97;1873
6291;3181;13;35;797;97;1855
6240;3228;10;28;917;97;1951
6234;3295;9;29;785;97;1905
6190;3320;11;26;794;97;1892
6147;3386;15;31;887;97;1959
6131;3336;16;35;876;97;1899
6122;3347;15;34;872;97;1931
6130;3342;14;33;907;97;1964
6125;3359;16;36;809;97;1940
6177;3290;19;36;834;97;1879
6221;3250;23;44;872;97;1898
6264;3221;17;47;774;97;1860
6283;3201;16;46;844;97;1942
6301;3168;15;37;812;97;1844
6366;3149;15;34;845;97;1955
6304;3194;12;34;917;97;1909
6266;3201;13;32;881;97;1942
6230;3267;11;25;840;97;1941
6164;3337;4;17;864;97;1861
6181;3348;5;14;849;97;1933
6207;3312;4;9;842;97;1925
6235;3295;3;8;836;97;1916
6221;3306;9;12;844;97;1907
6227;3272;5;13;843;97;1889
6215;3306;6;16;825;97;1968
6256;3273;8;18;850;97;1922
6244;3286;8;19;846;97;1898
6250;3261;6;19;823;97;1845
6175;3295;10;21;837;97;1890
6189;3265;6;19;858;97;1880
6221;3282;13;24;799;97;1924
6242;3243;10;23;832;97;1883
6274;3232;7;23;847;97;1946
6270;3227;9;22;820;97;1913
6232;3276;9;21;879;97;1984
6199;3302;9;25;823;97;1835
6247;3282;10;25;841;97;1898
6233;3268;7;20;784;97;1820
6228;3222;14;24;845;97;1917
6242;3236;9;28;831;97;1915
6268;3263;15;34;807;97;1908
6196;3300;16;34;877;97;1904
6164;3298;20;41;844;97;1901
6217;3264;17;46;872;97;2006
6186;3282;19;45;835;97;1860
6152;3318;16;39;844;97;1866
6161;3301;24;51;852;97;1948
6163;3295;20;53;880;97;1968
6190;3266;27;57;811;97;1904
6244;3226;16;48;866;97;1880
6211;3231;18;48;882;97;1948
6242;3254;14;31;853;97;1980
6246;3278;16;33;879;97;1910
6215;3254;17;33;916;97;1933
6277;3239;24;42;859;97;1977
6245;3238;24;52;879;97;1910
6240;3198;22;60;866;97;1875
6182;3281;15;55;878;97;1914
6181;3304;20;50;839;97;1943
6173;3281;14;39;840;97;1872
6232;3275;16;40;846;97;1947
6275;3221;20;40;841;97;1931
6291;3194;19;43;846;97;1917
6295;3223;13;44;812;97;1882
6254;3211;17;42;868;97;1901
6267;3260;11;34;852;97;1949
6280;3184;16;35;825;97;1834
6265;3229;13;32;832;97;1884
6278;3221;10;32;846;97;1895
6268;3200;17;34;835;97;1888
6226;3260;11;33;872;97;1928
6175;3302;20;42;801;97;1907
6209;3281;23;48;829;97;1907
6217;3269;22;57;817;97;1893
6212;3257;14;47;879;97;1940
6176;3280;20;48;859;97;1956
6151;3325;14;39;896;97;1955
6122;3356;15;40;844;97;1881
6165;3311;19;42;793;97;1867
6187;3290;17;36;840;97;1936
6274;3236;15;38;879;97;2007
6307;3210;18;42;831;97;1905
6228;3266;13;37;867;97;1836
6265;3211;14;36;868;97;1944
6241;3268;16;35;796;97;1942
6268;3228;13;38;836;97;1876
6260;3243;18;38;834;97;1884
6251;3265;22;44;854;97;1929
6196;3313;22;44;881;97;1942
6154;3327;14;42;842;97;1870
6089;3351;19;45;837;97;1908
6097;3364;26;50;830;97;1943
6158;3317;29;61;852;97;1975
6122;3299;29;70;885;97;1919
6181;3242;34;80;867;97;1901
6203;3242;37;80;831;97;1963
6239;3217;24;69;861;97;1924
6184;3286;21;59;869;97;1917
6214;3296;27;54;836;97;1908
6204;3277;31;57;813;97;1847
6215;3258;22;60;801;97;1856
6217;3259;29;67;809;97;1903
6166;3268;30;65;844;97;1903
6188;3254;27;66;828;97;1898
6186;3276;22;54;850;97;1968
6187;3304;24;58;844;97;1956
6186;3278;25;61;915;97;1968
6221;3257;19;59;828;97;1926
6195;3290;19;52;893;97;1961
6153;3320;30;64;876;97;1920
6115;3311;25;69;827;97;1838
6133;3351;24;63;855;97;1949
6166;3269;35;67;835;97;1906
6177;3276;29;73;823;97;1915
6237;3231;29;75;839;97;1925
6244;3231;33;69;809;97;1892
6304;3189;31;69;849;97;1897
6270;3162;26;71;842;97;1865
6290;3153;31;74;846;97;1931
6268;3170;44;82;878;97;1948
6233;3216;36;87;911;97;1905
6238;3192;38;90;822;97;1842
6216;3223;37;88;834;97;1902
6236;3232;37;88;819;97;1928
6265;3179;37;84;836;97;1944
6222;3219;32;80;838;97;1864
6236;3186;30;80;838;97;1889
6262;3198;26;69;786;97;1855
6294;3179;32;72;799;97;1892
6322;3156;35;77;837;97;1902
6239;3179;39;88;872;97;1885
6242;3210;39;95;829;97;1967
6209;3240;37;100;840;97;1907
6114;3312;49;106;864;97;1890
6146;3287;41;102;849;97;1948
6158;3211;52;114;872;97;1882
6192;3213;42;110;864;97;1984
6182;3235;49;116;844;97;1967
6150;3222;61;133;875;97;1900
6176;3198;61;153;851;97;1883
6156;3207;59;151;856;97;1879
6172;3181;51;137;849;97;1944
6202;3186;65;135;836;97;1917
6181;3234;63;153;875;97;1960
6130;3235;67;167;871;97;1878
6178;3192;66;159;876;97;1941
6147;3228;57;149;855;97;1888
6141;3190;78;166;858;97;1920
6213;3138;72;177;821;97;1898
6219;3131;61;177;834;97;1871
6243;3130;53;152;844;97;1920
6191;3155;66;153;859;97;1922
6203;3173;49;131;857;97;1905
6193;3192;53;129;844;97;1895
6221;3174;65;136;797;97;1861
6190;3185;46;129;851;97;1928
6168;3175;55;138;821;97;1826
6215;3183;61;132;840;97;1925
6177;3221;45;127;877;97;1920
6204;3186;65;134;818;97;1903
6237;3188;59;141;850;97;1932
6199;3199;64;151;828;97;1863
6192;3187;64;149;866;97;1954
6227;3154;53;145;774;97;1849
6202;3185;56;142;822;97;1901
6217;3173;66;143;839;97;1880
6229;3150;63;150;837;97;1872
6214;3205;47;141;845;97;1929
6142;3234;56;134;847;97;1878
6195;3179;55;132;847;97;1916
6197;3183;53;139;783;97;1851
6149;3212;59;141;878;97;1915
6191;3175;47;134;840;97;1976
6139;3231;62;139;869;97;1931
6129;3231;50;127;884;97;1903
6171;3184;66;145;852;97;1921
6235;3138;69;151;835;97;1945
6212;3147;62;161;845;97;1879
6292;3106;67;152;850;97;1896
6279;3103;63;157;795;97;1852
6295;3132;59;147;824;97;1868
6271;3111;61;143;867;97;1855
6243;3134;69;143;812;97;1829
6232;3138;70;156;854;97;1918
6184;3146;65;166;808;97;1827
6195;3153;75;170;842;97;1945
6133;3218;61;165;800;97;1902
6134;3197;67;163;865;97;1922
6103;3234;62;149;861;97;1911
6126;3225;61;151;840;97;1891
6142;3215;68;159;803;97;1912
6171;3231;57;158;816;97;1921
6149;3202;58;149;844;97;1860
6216;3182;60;133;820;97;1914
6212;3191;42;131;831;97;1890
6190;3188;47;125;841;97;1913
6201;3206;44;115;877;97;1970
6203;3211;46;113;867;97;1901
6263;3154;47;115;858;97;1908
6280;3173;41;103;832;97;1912
6279;3162;53;114;808;97;1883
6196;3182;53;124;900;97;1874
6232;3163;51;133;842;97;1913
6198;3219;50;123;908;97;1981
6206;3219;46;118;864;97;1921
6220;3203;47;107;868;97;1898
6238;3200;39;103;829;97;1901
6294;3142;43;106;849;97;1942
6275;3152;45;105;836;97;1899
6295;3157;40;104;827;97;1907
6290;3155;33;89;900;97;1912
6289;3190;43;90;861;97;1898
6283;3143;39;92;848;97;1855
6289;3118;29;84;868;97;1905
6266;3150;43;86;796;97;1843
6293;3157;36;89;869;97;1987
6236;3214;39;95;849;97;1845
6196;3209;50;105;865;97;1953
6219;3219;43;103;869;97;1929
6183;3283;34;95;843;97;1926
6135;3276;36;90;823;97;1878
6154;3282;42;91;855;97;1969
6139;3289;28;84;857;97;1910
6152;3282;29;74;831;97;1929
6151;3304;39;73;918;97;1953
6150;3298;37;86;847;97;1909
6151;3321;32;90;896;97;1968
6148;3288;30;78;869;97;1878
6140;3306;42;84;843;97;1959
6168;3245;34;89;846;97;1864
6178;3232;43;99;793;97;1897
6124;3237;40;101;875;97;1870
6158;3219;52;112;847;97;1976
6232;3186;46;110;824;97;1896
6230;3201;54;120;812;97;1903
6190;3221;61;128;884;97;1896
6195;3191;45;128;797;97;1861
6204;3189;47;123;830;97;1910
6212;3203;50;119;812;97;1902
6225;3169;50;124;780;97;1856
6212;3238;48;124;874;97;1949
6195;3229;49;119;832;97;1865
6220;3186;43;119;813;97;1909
6238;3164;51;120;855;97;1902
6233;3163;38;112;816;97;1896
6270;3163;40;105;843;97;1962
6303;3149;39;90;820;97;1872
6310;3167;35;90;846;97;1918
6259;3150;30;80;853;97;1880
6291;3140;42;89;853;97;1930
6320;3147;40;94;813;97;1860
6291;3143;48;114;871;97;1897
6299;3107;38;108;876;97;1873
6286;3129;49;110;837;97;1891
6269;3127;40;100;903;97;1931
6254;3164;37;101;852;97;1977
6257;3200;37;93;832;97;1877
6195;3223;37;86;841;97;1862
6220;3223;32;82;856;97;1908
6208;3243;38;86;866;97;1987
6200;3229;34;89;859;97;1882
6222;3252;36;92;824;97;1901
6184;3234;33;86;831;97;1836
6193;3243;43;87;834;97;1992
6125;3307;35;88;875;97;1910
6126;3292;45;98;853;97;1953
6196;3273;39;100;798;97;1874
6177;3241;43;104;894;97;1936
6144;3233;42;101;888;97;1924
6146;3249;44;108;809;97;1952
6218;3178;53;120;842;97;1883
6242;3142;55;121;870;97;1913
6254;3143;60;133;847;97;1916
6252;3139;53;134;819;97;1887
6245;3179;43;117;807;97;1819
6231;3201;41;106;883;97;1944
6208;3211;42;101;850;97;1936
6202;3207;50;107;845;97;1919
6140;3277;43;109;828;97;1864
6186;3252;33;95;828;97;1907
6189;3243;41;87;838;97;1942
6204;3191;52;95;851;97;1910
6258;3173;45;108;877;97;1965
6253;3181;36;106;893;97;1914
6276;3149;54;104;828;97;1881
6318;3133;46;107;851;97;1921
6315;3100;42;108;843;97;1887
6309;3109;45;108;854;97;1916
6311;3107;48;109;903;97;1913
6284;3146;47;108;884;97;1945
6232;3164;44;111;839;97;1827
6208;3180;49;121;871;97;1897
6141;3255;42;120;817;97;1922
6123;3254;54;123;834;97;1901
6185;3263;44;112;812;97;1940
6219;3215;51;120;813;97;1887
6211;3188;46;112;837;97;1917
6202;3212;39;107;859;97;1942
6186;3232;40;92;855;97;1929
6162;3248;46;102;871;97;1928
6227;3211;41;105;839;97;1892
6241;3166;40;110;859;97;1898
6208;3223;37;99;856;97;1924
6165;3275;39;89;868;97;1960
6161;3270;34;92;778;97;1811
6148;3276;33;86;834;97;1858
6200;3218;32;83;892;97;1979
6204;3235;46;92;872;97;2003
6190;3266;29;89;864;97;1871
6209;3212;50;104;824;97;1849
6169;3252;29;87;880;97;1922
6225;3239;38;90;791;97;2007
6192;3236;32;76;866;97;1844
6219;3233;40;92;836;97;1865
6211;3206;40;98;906;97;1946
6214;3173;46;105;875;97;1970
6215;3207;35;102;859;97;1961
6203;3239;46;102;830;97;1862
6243;3197;44;96;838;97;1895
6285;3127;49;112;827;97;1889
6329;3117;39;105;856;97;1952
6316;3148;46;101;852;97;1893
6310;3132;39;95;847;97;1851
6325;3142;35;89;840;97;1870
6272;3195;36;89;852;97;1921
6242;3231;33;77;795;97;1849
6202;3273;28;75;832;97;1907
6167;3277;26;70;842;97;1864
6149;3258;40;78;828;97;1908
6132;3302;36;82;835;97;1968
6178;3270;28;84;785;97;1904
6194;3258;41;84;840;97;1876
6179;3252;28;79;839;97;1883
6206;3227;27;79;805;97;1909
6159;3258;46;84;867;97;1956
6181;3253;42;96;855;97;1909
6162;3269;43;101;865;97;1944
6144;3272;40;97;855;97;1885
6127;3271;58;114;863;97;1943
6157;3261;42;111;786;97;1889
6162;3244;43;120;831;97;1907
6179;3285;47;115;801;97;1897
6173;3219;48;118;880;97;1862
6171;3237;40;108;848;97;1928
6154;3228;46;113;897;97;1940
6214;3183;39;98;829;97;1928
6236;3223;37;89;850;97;1936
6274;3187;30;76;832;97;1899
6212;3198;38;88;886;97;1921
6219;3209;39;91;817;97;1896
6194;3225;50;110;837;97;1922
6193;3230;54;120;828;97;1887
6160;3229;50;134;851;97;1907
6189;3234;58;133;883;97;1934
6205;3195;56;127;834;97;1878
6245;3188;51;130;820;97;1946
6239;3131;53;135;875;97;1898
6225;3158;55;138;887;97;1968
6218;3131;71;154;871;97;1898
6239;3088;66;158;862;97;1894
6216;3176;64;165;859;97;1903
6240;3143;63;159;788;97;1853
6176;3190;55;147;879;97;1887
6133;3202;61;152;869;97;1961
6136;3235;49;138;820;97;1931
6176;3188;65;143;826;97;1848
6146;3236;43;123;890;97;1958
6159;3246;59;136;856;97;1969
6155;3218;58;135;856;97;1909
6134;3265;63;149;829;97;1873
6115;3252;66;150;860;97;1912
6174;3174;61;158;869;97;1925
6223;3129;65;159;858;97;1880
6189;3147;58;149;879;97;1920
6212;3148;78;165;840;97;1961
6184;3170;63;162;887;97;1894
6184;3181;64;166;828;97;1871
6202;3195;60;156;843;97;1924
6208;3149;67;158;889;97;1929
6232;3136;65;166;789;97;1829
6207;3133;60;164;872;97;1920
6199;3155;70;169;891;97;1996
6224;3156;55;151;836;97;1904
6200;3202;54;142;830;97;1851
6197;3185;61;140;804;97;1847
6209;3158;50;135;868;97;1981
6253;3129;76;159;814;97;1893
6274;3149;57;147;810;97;1868
6246;3145;69;160;854;97;1865
6212;3167;59;155;845;97;1896
6206;3150;68;166;824;97;1874
6220;3162;67;156;807;97;1907
6226;3099;69;156;903;97;1939
6241;3089;75;156;871;97;1942
6248;3112;71;168;858;97;1920
6231;3095;55;165;877;97;1877
6272;3095;65;164;869;97;1929
6278;3130;61;145;822;97;1916
6305;3075;67;152;836;97;1896
6245;3109;62;152;875;97;1848
6221;3139;61;158;861;97;1915
6242;3130;52;137;887;97;1927
6265;3080;77;158;789;97;1841
6269;3106;65;161;853;97;1921
6308;3079;63;165;830;97;1906
6304;3115;49;152;828;97;1914
6271;3115;62;143;850;97;1851
6268;3118;58;133;804;97;1863
6232;3121;57;144;846;97;1885
6195;3166;62;142;860;97;1930
6239;3150;48;134;838;97;1935
6196;3183;54;131;857;97;1887
6202;3185;54;129;819;97;1905
6150;3250;45;128;863;97;1931
6115;3278;51;116;834;97;1874
6088;3306;37;100;856;97;1920
6128;3270;47;106;829;97;1911
6155;3285;49;103;794;97;1927
6147;3241;46;116;810;97;1844
6177;3244;54;119;865;97;1967
6132;3271;42;112;876;97;1959
6193;3216;44;115;824;97;1943
6273;3156;39;101;887;97;1924
6255;3150;52;103;856;97;1890
6318;3147;46;108;837;97;1959
6277;3174;49;115;839;97;1846
6251;3166;43;112;794;97;1816
6231;3171;44;110;856;97;1915
6231;3154;50;119;872;97;1913
6150;3247;43;111;838;97;1924
6178;3232;64;135;848;97;1903
6115;3251;55;137;835;97;1921
6137;3221;57;151;824;97;1942
6107;3248;64;153;843;97;1928
6145;3231;50;141;829;97;1890
6192;3175;47;133;886;97;1963
6257;3134;58;127;836;97;1908
6243;3147;56;135;786;97;1845
6207;3201;48;124;895;97;1910
6265;3131;55;117;882;97;1929
6281;3123;51;122;807;97;1883
6265;3150;41;121;819;97;1863
6275;3131;44;110;859;97;1907
6244;3155;44;111;850;97;1930
6264;3157;43;108;856;97;1941
6207;3205;47;107;879;97;1892
6174;3221;46;105;842;97;1880
6169;3238;46;108;847;97;1891
6204;3217;37;102;814;97;1888
6175;3216;53;113;872;97;1971
6203;3217;51;118;839;97;1928
6237;3204;52;129;899;97;1968
6212;3201;49;124;897;97;1885
6268;3181;39;113;807;97;1910
6257;3174;41;98;831;97;1883
6267;3167;35;86;816;97;1882
6258;3165;31;81;886;97;1899
6276;3165;27;67;866;97;1867
6269;3203;34;67;830;97;1930
6255;3205;24;63;848;97;1890
6225;3267;25;58;845;97;1941
6181;3277;19;46;887;97;1894
6152;3302;24;53;822;97;1901
6105;3388;21;55;870;97;2001
6166;3323;17;48;757;97;1840
6201;3277;19;46;797;97;1857
6201;3225;27;53;855;97;1904
6208;3215;18;52;819;97;1936
6238;3268;21;56;767;97;1901
6185;3260;28;50;838;97;1806
6219;3281;23;56;815;97;1905
6239;3246;30;63;838;97;1956
6235;3236;27;68;852;97;1891
6115;3294;32;74;855;97;1883
6182;3276;36;75;849;97;1997
6203;3249;30;76;812;97;1904
6188;3280;26;75;835;97;1914
6225;3194;38;78;846;97;1869
6234;3191;37;87;874;97;1928
6225;3222;36;98;850;97;1890
6238;3197;36;91;865;97;1947
6196;3231;34;82;834;97;1847
6228;3273;23;69;834;97;1976
6231;3246;25;68;817;97;1831
6226;3252;33;70;847;97;1965
6195;3264;35;80;872;97;1927
6212;3232;42;91;896;97;1930
6162;3242;35;91;891;97;1896
6197;3246;37;87;839;97;1953
6187;3258;36;81;834;97;1910
6158;3281;37;88;874;97;1968
6161;3308;30;82;832;97;1917
6175;3269;33;84;811;97;1854
6175;3298;39;81;808;97;1865
6137;3285;48;99;867;97;1920
6115;3271;35;100;859;97;1935
6052;3349;37;99;852;97;1923
6111;3324;56;107;856;97;1915
