imunes;pseudo_imunes;infectantes_gerados;doentes;acidentados;sadios;nacimentos
6270;3256;7;20;808;26;1874
6300;3240;8;18;835;26;1884
6339;3186;7;19;834;26;1884
6320;3185;5;17;843;26;1914
6286;3200;8;18;877;26;1927
6289;3222;4;15;883;26;1922
6287;3211;8;16;857;26;1873
6303;3231;8;18;856;26;1931
6293;3211;6;19;825;26;1876
6283;3208;9;18;858;26;1925
6273;3231;9;23;860;26;1890
6235;3269;6;21;872;26;1887
6212;3281;8;22;861;26;1910
6189;3315;14;27;820;26;1909
6166;3322;13;32;819;26;1876
6220;3269;12;34;792;26;1889
6240;3297;14;33;859;26;1966
6254;3210;11;28;897;26;1945
6257;3229;14;32;812;26;1883
6246;3230;9;28;817;26;1852
6225;3251;8;23;817;26;1935
6270;3248;5;15;872;26;1944
6222;3286;10;18;838;26;1891
6228;3314;4;14;837;26;1891
6242;3285;7;16;828;26;1934
6244;3287;5;13;856;26;1899
6230;3254;10;17;819;26;1828
6268;3246;8;17;833;26;1961
6268;3263;10;23;837;26;1938
6307;3194;11;25;806;26;1847
6232;3268;11;26;828;26;1866
6216;3259;10;27;860;26;1948
6247;3250;14;28;851;26;1964
6213;3299;11;29;852;26;1868
6256;3256;8;30;837;26;1890
6259;3229;12;26;817;26;1895
6311;3210;6;20;782;26;1870
6259;3226;9;20;812;26;1911
6277;3223;11;20;830;26;1899
6271;3218;9;24;860;26;1903
6256;3240;9;26;821;26;1842
6250;3227;7;21;848;26;1948
6243;3270;9;22;874;26;1976
6285;3253;7;20;844;26;1862
6281;3223;10;26;881;26;1905
6340;3207;12;28;863;26;2028
6308;3199;12;32;837;26;1849
6321;3202;16;35;820;26;1886
6279;3263;12;31;857;26;1865
6267;3207;19;38;836;26;1863
6278;3204;18;44;843;26;1888
6263;3225;26;55;808;26;1903
6205;3243;16;52;842;26;1872
6233;3249;14;46;814;26;1883
6221;3280;23;44;826;26;1954
6212;3268;19;48;788;26;1898
6221;3264;22;54;872;26;1882
6142;3300;21;55;847;26;1910
6191;3306;19;55;844;26;1989
6194;3272;14;43;854;26;1852
6131;3303;26;50;861;26;1914
6112;3336;21;52;837;26;1940
6115;3359;30;65;860;26;1952
6125;3339;22;63;855;26;1883
6114;3379;22;62;839;26;1957
6080;3374;20;51;854;26;1938
6130;3318;24;54;822;26;1936
6131;3362;25;62;838;26;1942
6093;3362;25;67;827;26;1887
6123;3304;36;74;844;26;1915
6203;3243;21;65;831;26;1872
6251;3179;23;65;837;26;1933
6330;3155;28;59;786;26;1913
6286;3207;27;65;822;26;1916
6272;3219;28;69;819;26;1834
6205;3233;26;68;838;26;1838
6201;3252;27;63;830;26;1918
6176;3235;30;62;894;26;1952
6243;3207;26;66;876;26;1941
6242;3189;31;71;840;26;1883
6254;3191;35;76;856;26;1924
6204;3204;25;72;835;26;1884
6220;3215;28;74;850;26;1978
6232;3202;31;74;836;26;1870
6245;3227;33;76;814;26;1872
6245;3184;27;80;847;26;1853
6243;3165;22;69;832;26;1908
6305;3175;22;55;822;26;1956
6249;3232;21;51;851;26;1912
6244;3213;30;58;863;26;1875
6235;3232;24;61;815;26;1874
6215;3217;36;74;856;26;1874
6204;3203;38;82;852;26;1968
6185;3255;37;96;863;26;1950
6176;3292;34;96;852;26;1918
6159;3279;44;95;864;26;1854
6146;3290;25;84;827;26;1918
6180;3291;30;78;830;26;1966
6206;3266;32;72;849;26;1968
6114;3300;28;76;860;26;1867
6131;3309;32;75;878;26;1971
6177;3265;30;74;830;26;1903
6140;3318;29;72;846;26;1910
6189;3266;32;70;892;26;1929
6208;3249;37;77;883;26;1936
6196;3235;30;76;839;26;1847
6229;3228;38;85;819;26;1939
6181;3259;35;89;853;26;1865
6166;3250;40;93;856;26;1966
6143;3264;42;97;880;26;1878
6147;3256;46;101;844;26;1951
6193;3217;51;110;888;26;1978
6212;3219;32;101;851;26;1877
6197;3228;41;97;845;26;1921
6209;3231;41;96;884;26;1987
6255;3165;47;114;803;26;1824
6229;3178;45;111;850;26;1873
6208;3209;39;106;821;26;1855
6239;3174;45;101;840;26;1950
6281;3133;31;99;883;26;1916
6298;3121;36;96;859;26;1890
6283;3162;37;88;888;26;1989
6282;3190;22;81;801;26;1875
6297;3159;24;73;828;26;1857
6223;3210;41;73;887;26;1915
6196;3229;30;75;877;26;1925
6175;3238;34;83;871;26;1906
6250;3177;36;79;853;26;1858
6232;3213;21;69;873;26;1950
6214;3220;34;73;842;26;1921
6268;3208;36;73;827;26;1978
6194;3260;21;71;857;26;1815
6216;3263;36;79;821;26;1914
6222;3236;23;62;875;26;1943
6168;3233;26;68;844;26;1858
6203;3278;27;62;826;26;1951
6239;3251;20;60;868;26;1939
6193;3286;30;62;873;26;1906
6208;3262;31;71;816;26;1892
6202;3219;37;80;873;26;1949
6198;3250;37;88;816;26;1922
6256;3190;30;86;869;26;1911
6220;3239;24;73;876;26;1878
6229;3230;35;75;825;26;1935
6236;3203;36;81;891;26;1887
6276;3166;38;89;850;26;1931
6212;3202;34;88;866;26;1905
6212;3214;37;89;849;26;1926
6178;3260;37;91;852;26;1911
6192;3218;37;91;906;26;1922
6223;3203;42;92;827;26;1898
6259;3183;42;94;868;26;1909
6258;3138;50;100;856;26;1893
6277;3150;38;100;791;26;1881
6281;3154;36;98;881;26;1932
6273;3142;49;97;839;26;1902
6326;3091;43;108;852;26;1919
6290;3148;47;118;870;26;1939
6239;3163;47;118;845;26;1880
6241;3175;47;123;838;26;1893
6252;3160;42;114;853;26;1865
6234;3165;39;94;863;26;1919
6242;3190;32;87;851;26;1927
6189;3235;30;82;886;26;1927
6216;3232;38;82;844;26;1900
6246;3256;27;76;857;26;1971
6187;3264;37;84;827;26;1873
6207;3270;34;82;840;26;1917
6201;3245;41;98;854;26;1893
6168;3240;53;109;885;26;1936
6200;3225;47;117;822;26;1888
6177;3210;41;116;874;26;1898
6188;3210;42;110;823;26;1896
6238;3185;33;100;828;26;1905
6216;3192;50;105;809;26;1851
6289;3143;49;112;801;26;1939
6308;3124;45;116;817;26;1855
6291;3121;42;104;840;26;1866
6307;3110;39;98;844;26;1878
6221;3208;37;91;861;26;1917
6162;3250;39;100;890;26;1929
6181;3266;43;96;883;26;1950
6173;3262;32;86;775;26;1814
6163;3274;32;83;838;26;1995
6152;3261;42;85;861;26;1912
6126;3293;31;82;863;26;1936
6145;3278;33;84;803;26;1806
6203;3290;33;78;834;26;2004
6170;3266;32;81;852;26;1848
6210;3236;35;86;856;26;1962
6169;3255;35;82;873;26;1878
6193;3186;32;83;871;26;1970
6182;3269;28;76;829;26;1919
6198;3225;30;77;834;26;1876
6186;3247;25;72;832;26;1858
6210;3255;31;75;804;26;1903
6193;3223;31;70;873;26;1913
6180;3223;27;73;826;26;1870
6181;3264;24;65;820;26;1901
6209;3244;25;65;787;26;1900
6227;3249;28;63;825;26;1943
6218;3252;23;60;852;26;1920
6238;3243;30;67;881;26;1978
6235;3234;37;73;833;26;1896
6255;3217;31;82;860;26;1902
6196;3208;38;86;868;26;1835
6210;3247;37;87;797;26;1933
6243;3235;33;93;810;26;1907
6254;3243;46;94;839;26;1906
6254;3180;42;99;843;26;1839
6216;3182;41;107;839;26;1929
6248;3167;48;103;797;26;1915
6242;3172;38;105;885;26;1919
6263;3176;32;95;829;26;1865
6275;3142;31;85;888;26;1949
6282;3152;38;85;837;26;1884
6268;3178;35;84;842;26;1927
6250;3195;35;87;897;26;1900
6248;3218;31;84;834;26;1930
6260;3219;32;82;872;26;1899
6267;3169;36;83;827;26;1881
6271;3180;43;94;858;26;1966
6261;3148;49;107;818;26;1867
6278;3179;37;100;865;26;1926
6216;3184;41;106;873;26;1902
6303;3144;33;93;783;26;1887
6264;3144;40;95;886;26;1856
6216;3227;31;81;847;26;1907
6209;3241;41;83;841;26;1938
6221;3240;36;72;856;26;1862
6161;3278;34;79;842;26;1881
6117;3346;32;76;809;26;1935
6133;3292;35;81;800;26;1879
6147;3323;43;88;825;26;1953
6112;3282;35;87;848;26;1858
6148;3242;37;86;875;26;2008
6172;3278;38;87;871;26;1976
6186;3288;32;84;815;26;1900
6181;3284;31;76;797;26;1843
6214;3249;35;79;859;26;1910
6239;3204;36;86;813;26;1869
6277;3190;37;86;837;26;1956
6283;3201;34;86;812;26;1884
6268;3159;42;94;869;26;1886
6283;3142;38;93;823;26;1856
6256;3171;55;110;815;26;1932
6273;3185;40;110;826;26;1881
6271;3123;43;117;825;26;1820
6284;3145;33;98;887;26;1937
6223;3204;43;102;863;26;1926
6251;3205;44;104;823;26;1911
6227;3206;42;112;838;26;1871
6263;3162;48;111;839;26;1903
6212;3157;44;112;830;26;1885
6215;3181;36;100;796;26;1865
6300;3120;41;95;841;26;1918
6285;3147;50;103;832;26;1894
6329;3102;41;106;853;26;1878
6306;3129;46;110;830;26;1889
6275;3133;45;107;896;26;1918
6288;3153;44;109;833;26;1917
6225;3168;58;121;847;26;1865
6207;3207;43;119;829;26;1898
6185;3148;46;114;872;26;1871
6191;3207;53;115;853;26;1965
6190;3203;44;117;852;26;1913
6194;3215;45;117;813;26;1872
6204;3262;39;103;828;26;1895
6163;3248;52;108;874;26;1942
6170;3243;33;94;841;26;1902
6190;3275;40;93;821;26;1945
6159;3305;33;82;858;26;1928
6183;3264;38;87;870;26;1913
6185;3280;34;85;888;26;1976
6161;3274;34;87;874;26;1905
6189;3269;35;83;861;26;1964
6160;3276;45;90;888;26;1906
6188;3250;38;95;840;26;1886
6256;3180;44;104;824;26;1860
6160;3226;36;103;865;26;1892
6195;3206;47;105;837;26;1947
6224;3198;45;97;820;26;1896
6194;3202;47;102;834;26;1842
6206;3233;35;91;818;26;1963
6213;3243;45;102;860;26;1933
6164;3219;53;108;878;26;1881
6201;3220;49;119;822;26;1911
6169;3202;51;127;834;26;1867
6261;3184;46;115;834;26;1962
6233;3212;40;110;858;26;1870
6206;3235;48;110;831;26;1904
6200;3261;43;104;819;26;1930
6195;3222;39;103;894;26;1860
6206;3210;48;112;840;26;1926
6196;3180;48;109;848;26;1914
6198;3203;55;114;891;26;1993
6252;3208;44;110;829;26;1905
6221;3204;41;108;862;26;1804
6167;3227;46;106;844;26;1938
6171;3235;54;119;853;26;1964
6222;3205;48;123;805;26;1843
6215;3188;50;126;849;26;1849
6218;3158;46;122;879;26;1972
6274;3159;37;106;858;26;2016
6198;3246;44;99;868;26;1829
6150;3267;34;91;803;26;1817
6174;3251;37;92;864;26;2012
6239;3225;42;86;862;26;1949
6237;3231;43;98;809;26;1864
6219;3204;34;96;826;26;1816
6201;3199;39;91;887;26;1972
6202;3214;36;87;866;26;1948
6171;3250;31;88;852;26;1933
6168;3237;31;79;898;26;1894
6213;3232;35;77;868;26;1992
6265;3215;39;85;761;26;1825
6215;3238;43;96;853;26;1952
6197;3244;40;101;844;26;1878
6246;3148;54;114;823;26;1887
6207;3174;41;104;894;26;1932
6241;3174;40;107;871;26;1957
6261;3180;37;95;852;26;1913
6259;3221;36;91;817;26;1917
6244;3181;35;87;843;26;1866
6269;3177;43;94;836;26;1961
6273;3157;41;96;877;26;1881
6287;3191;37;92;802;26;1872
6220;3193;35;94;873;26;1882
6245;3186;33;89;865;26;1915
6274;3192;34;86;816;26;1900
6244;3187;37;92;863;26;1926
6254;3156;39;92;827;26;1824
6285;3152;38;94;846;26;1931
6319;3112;48;94;868;26;1922
6293;3124;42;108;857;26;1947
6321;3060;46;114;902;26;1869
6357;3094;36;106;825;26;1937
6306;3149;36;89;929;26;1927
6260;3191;32;86;832;26;1926
6200;3234;37;88;850;26;1849
6210;3183;42;96;796;26;1832
6214;3183;39;100;840;26;1923
6217;3221;33;88;835;26;1981
6204;3258;38;89;843;26;1912
6156;3309;37;86;875;26;1881
6182;3274;35;87;820;26;1872
6220;3203;38;93;797;26;1894
6195;3198;49;104;805;26;1887
6182;3190;56;120;837;26;1903
6166;3181;48;123;839;26;1853
6178;3233;50;122;873;26;1945
6161;3250;42;113;835;26;1895
6167;3208;63;127;843;26;1887
6191;3223;51;127;835;26;1918
6243;3153;45;126;847;26;1921
6272;3127;58;130;839;26;1911
6247;3169;46;123;878;26;1938
6193;3170;50;122;882;26;1885
6204;3193;39;106;842;26;1922
6223;3164;44;108;811;26;1840
6202;3183;44;106;821;26;1899
6191;3237;43;109;851;26;1964
6170;3256;41;105;894;26;1938
6182;3264;47;106;874;26;1898
6201;3263;45;109;872;26;1947
6152;3221;58;123;890;26;1902
6152;3231;40;120;891;26;1939
6147;3211;49;118;824;26;1834
6189;3173;52;114;818;26;1874
6184;3164;64;139;909;26;2005
6224;3169;79;168;838;26;1958
6210;3158;63;170;875;26;1830
6228;3170;66;168;816;26;1864
6205;3188;65;160;831;26;1905
6250;3137;59;153;868;26;1966
6225;3165;62;143;885;26;1887
6247;3140;70;153;848;26;1901
6222;3171;52;149;836;26;1910
6189;3179;69;153;864;26;1879
6199;3154;62;140;854;26;1927
6228;3165;57;143;858;26;1953
6318;3126;50;128;827;26;1950
6285;3115;48;127;859;26;1862
6277;3140;55;122;819;26;1856
6250;3159;45;120;851;26;1890
6237;3172;49;116;871;26;1926
6238;3154;51;122;845;26;1887
6240;3136;53;127;870;26;1899
6266;3129;60;132;872;26;1954
6221;3169;47;126;878;26;1921
6227;3156;59;134;834;26;1879
6195;3171;49;123;840;26;1895
6231;3182;48;125;834;26;1917
6240;3143;59;128;857;26;1900
6244;3144;44;125;854;26;1905
6282;3092;61;141;849;26;1879
6235;3165;47;133;850;26;1905
6260;3134;60;145;873;26;1932
6252;3164;48;133;831;26;1912
6207;3224;54;125;887;26;1897
6192;3215;44;115;816;26;1884
6146;3246;60;130;861;26;1919
6108;3240;62;142;853;26;1879
6126;3207;62;148;871;26;1908
6115;3261;69;160;844;26;1983
6114;3242;81;175;880;26;1962
6118;3259;65;165;862;26;1884
6161;3195;84;180;831;26;1897
6178;3125;77;183;857;26;1897
6227;3085;74;199;870;26;1957
6214;3063;91;197;846;26;1849
6219;3082;96;209;865;26;1904
6206;3104;83;219;869;26;1899
6207;3124;85;203;844;26;1893
6152;3175;84;208;827;26;1875
6089;3235;78;190;881;26;1942
6095;3247;64;177;887;26;1938
6141;3202;81;182;849;26;1927
6175;3143;81;191;909;26;1940
6192;3123;83;211;813;26;1936
6193;3130;85;208;806;26;1871
6154;3156;77;199;864;26;1917
6216;3131;71;182;846;26;1865
6280;3054;75;180;838;26;1901
6294;3071;64;172;832;26;1890
6231;3122;70;172;836;26;1893
6234;3150;67;163;839;26;1839
6192;3177;65;158;863;26;1894
6204;3167;55;148;786;26;1861
6209;3126;57;144;832;26;1899
6236;3153;55;130;834;26;1913
6261;3117;61;138;807;26;1881
6268;3149;58;144;798;26;1892
6264;3101;66;150;855;26;1866
6287;3085;55;145;853;26;1908
6317;3094;59;146;842;26;1929
6319;3110;56;137;825;26;1889
6253;3125;49;132;851;26;1800
6201;3216;65;126;848;26;1980
6214;3154;53;122;878;26;1889
6242;3149;53;137;859;26;1952
6220;3182;50;137;883;26;1938
6240;3154;60;137;861;26;1958
6261;3142;59;135;848;26;1868
6278;3114;60;144;809;26;1891
6208;3148;59;143;854;26;1869
6199;3188;63;148;832;26;1922
6250;3155;60;147;806;26;1836
6282;3110;54;139;844;26;1879
6269;3121;39;123;826;26;1895
6339;3088;43;104;805;26;1908
6286;3159;48;95;895;26;1942
6229;3182;40;93;871;26;1898
6228;3215;35;92;832;26;1881
6165;3272;49;94;885;26;1921
6138;3301;40;100;842;26;1897
6133;3254;45;117;799;26;1819
6228;3236;39;101;815;26;1957
6188;3238;39;102;829;26;1920
6181;3254;32;90;830;26;1921
6143;3273;29;80;822;26;1870
6179;3235;39;82;784;26;1856
6145;3246;43;94;878;26;1993
6136;3271;44;104;850;26;1925
6170;3237;39;107;807;26;1863
6139;3264;44;109;847;26;1870
6194;3225;54;116;895;26;2004
6161;3238;40;115;815;26;1894
6158;3267;58;119;908;26;1967
6108;3323;45;121;866;26;1901
6162;3252;43;120;810;26;1872
6169;3238;47;114;851;26;1944
6142;3258;48;120;823;26;1916
6188;3236;60;133;786;26;1914
6154;3248;40;118;877;26;1892
6166;3230;49;122;890;26;1923
6178;3218;53;116;768;26;1854
6191;3241;47;124;813;26;1898
6184;3210;58;133;866;26;1939
6205;3190;57;131;833;26;1886
6219;3194;48;132;807;26;1863
6183;3220;49;124;831;26;1935
6208;3205;45;116;829;26;1907
6204;3188;46;110;861;26;1896
6227;3162;53;104;863;26;1903
6219;3194;48;119;840;26;1958
6203;3223;46;126;842;26;1897
6165;3197;44;115;849;26;1827
6179;3204;35;92;855;26;1929
6211;3186;42;101;826;26;1947
6212;3206;44;104;847;26;1877
6207;3219;52;112;803;26;1875
6196;3224;43;112;835;26;1931
6227;3220;37;101;836;26;1934
6221;3204;48;103;846;26;1892
6196;3202;47;110;880;26;1900
6264;3114;48;111;835;26;1900
6290;3119;52;118;849;26;1884
6274;3148;53;120;836;26;1913
6258;3167;48;126;858;26;1887
6272;3176;50;124;844;26;1908
6211;3188;43;116;868;26;1898
6204;3210;57;128;813;26;1854
6220;3151;47;121;806;26;1830
6269;3103;63;132;860;26;1976
6308;3092;48;123;785;26;1879
6329;3085;59;131;797;26;1879
6224;3187;57;126;855;26;1852
6148;3212;56;139;911;26;1944
6211;3150;66;143;836;26;1872
6220;3158;46;136;804;26;1855
6241;3156;59;137;830;26;1885
6229;3143;60;135;809;26;1891
6237;3185;40;132;800;26;1904
6215;3199;59;134;844;26;1922
6192;3191;56;123;827;26;1844
6167;3214;50;135;826;26;1924
6195;3208;62;126;855;26;1935
6136;3226;67;146;854;26;1887
6194;3175;59;151;823;26;1879
6239;3163;46;137;803;26;1927
6253;3144;56;131;841;26;1937
6289;3127;53;134;804;26;1855
6290;3108;60;143;845;26;1887
6246;3113;51;135;866;26;1874
6253;3123;51;137;783;26;1892
6303;3075;78;148;837;26;1884
6254;3118;61;161;832;26;1905
6188;3183;53;160;854;26;1888
6186;3186;67;151;819;26;1891
6178;3196;69;151;834;26;1873
6209;3172;59;148;812;26;1884
6235;3121;52;146;853;26;1941
6217;3152;59;145;852;26;1941
6251;3142;56;136;856;26;1893
6200;3185;54;136;842;26;1901
6115;3246;62;136;885;26;1911
6185;3204;54;134;826;26;1942
6213;3226;54;133;800;26;1840
6196;3212;57;131;869;26;1901
6186;3226;58;132;902;26;2004
6219;3194;61;139;878;26;1950
6174;3211;58;149;846;26;1871
6141;3206;73;162;835;26;1880
6187;3173;67;173;879;26;1977
6187;3225;61;170;818;26;1889
6189;3159;64;156;860;26;1839
6176;3174;59;153;858;26;1918
6231;3098;72;154;851;26;1897
6240;3106;60;150;873;26;1941
6234;3128;63;154;817;26;1845
6205;3154;66;152;842;26;1894
6155;3185;54;149;818;26;1842
6224;3143;69;156;792;26;1916
6181;3207;58;149;858;26;1937
6227;3131;61;153;886;26;1929
6230;3170;52;138;828;26;1905
6228;3187;55;137;868;26;1949
6176;3210;64;143;867;26;1898
6137;3251;61;149;828;26;1884
6141;3207;64;161;869;26;1882
6140;3247;57;149;804;26;1919
6203;3190;69;153;836;26;1914
6240;3160;64;150;894;26;1975
6198;3189;67;166;839;26;1901
6234;3112;84;185;796;26;1897
6251;3119;70;187;826;26;1902
6260;3081;90;199;841;26;1872
6254;3100;66;175;857;26;1906
6255;3095;63;174;844;26;1868
6302;3075;70;152;807;26;1884
6269;3119;53;150;842;26;1895
6241;3105;67;160;845;26;1871
6245;3123;62;145;798;26;1924
6272;3129;72;158;880;26;1973
6244;3113;66;162;833;26;1835
6220;3147;55;163;880;26;1928
6312;3108;60;136;841;26;1906
6334;3084;55;134;869;26;1924
6273;3113;46;128;881;26;1895
6256;3149;46;120;857;26;1935
6241;3171;57;121;851;26;1855
6223;3186;60;130;858;26;1896
6216;3173;55;135;824;26;1894
6198;3209;42;122;844;26;1949
6222;3204;57;129;880;26;1902
6222;3173;49;117;873;26;1899
6247;3186;42;118;801;26;1917
6252;3184;52;120;826;26;1871
6272;3113;62;129;851;26;1889
6285;3120;44;127;824;26;1880
6298;3144;56;133;792;26;1918
6221;3150;68;144;848;26;1817
6214;3174;48;137;854;26;1950
6196;3200;57;134;846;26;1934
6218;3174;62;131;814;26;1897
6197;3157;64;145;890;26;1904
6232;3140;55;149;862;26;1944
6227;3182;53;139;869;26;1931
6194;3194;55;128;829;26;1866
6196;3215;48;116;821;26;1878
6207;3206;55;118;846;26;1915
6137;3211;50;114;827;26;1828
6198;3176;48;118;824;26;1905
6209;3200;53;122;863;26;1982
6238;3191;44;119;809;26;1915
6184;3227;51;123;847;26;1882
6151;3252;60;127;874;26;1890
6155;3217;46;133;834;26;1911
6222;3176;53;133;805;26;1933
6256;3122;50;124;842;26;1845
6258;3107;55;135;813;26;1855
6239;3135;40;116;885;26;1948
6280;3104;46;104;827;26;1899
6234;3114;47;108;832;26;1856
6275;3140;49;112;823;26;1905
6235;3186;41;112;879;26;1959
6206;3180;47;109;875;26;1902
6196;3176;42;97;846;26;1897
6166;3214;35;93;855;26;1870
6198;3202;38;94;847;26;1947
6185;3200;36;90;860;26;1863
6180;3241;43;93;843;26;1930
6187;3208;34;89;849;26;1869
6227;3234;31;78;847;26;2005
6205;3259;28;68;874;26;1857
6199;3243;25;58;863;26;1915
6205;3275;21;55;855;26;1981
6174;3278;26;62;871;26;1913
6165;3277;33;72;852;26;1836
6186;3274;33;82;820;26;1893
6198;3221;31;80;802;26;1882
6229;3206;41;91;836;26;1954
6257;3180;28;80;834;26;1835
6227;3210;21;70;837;26;1930
6269;3200;27;66;855;26;1926
6255;3225;31;68;875;26;1944
6220;3283;24;66;812;26;1890
6222;3267;22;61;873;26;1953
6168;3273;27;60;859;26;1810
6178;3277;21;59;866;26;1983
6180;3274;28;65;833;26;1884
6171;3292;31;69;890;26;1965
6203;3249;26;69;887;26;1902
6188;3247;29;68;832;26;1904
6143;3304;43;81;830;26;1919
6176;3264;34;87;851;26;1913
6195;3248;41;93;844;26;1905
6214;3225;43;92;845;26;1942
6260;3155;41;98;858;26;1855
6287;3149;43;109;803;26;1912
6264;3170;43;109;815;26;1902
6252;3149;51;119;819;26;1884
6249;3162;42;119;829;26;1878
6219;3174;46;119;871;26;1884
6271;3141;48;120;827;26;1914
6292;3147;37;113;856;26;1926
6190;3239;45;105;808;26;1853
6214;3234;39;99;807;26;1903
6211;3177;36;95;829;26;1832
6218;3191;39;93;874;26;2006
6243;3191;34;88;828;26;1901
6255;3200;30;78;840;26;1887
6266;3205;40;82;855;26;1882
6291;3161;37;88;840;26;1941
6308;3113;45;98;825;26;1920
6263;3176;40;99;844;26;1875
6257;3170;34;98;883;26;1861
6267;3160;34;89;894;26;1944
6336;3099;40;88;869;26;1916
6325;3114;31;80;839;26;1914
6253;3155;33;87;844;26;1857
6282;3160;40;89;813;26;1893
6250;3157;42;100;840;26;1854
6233;3193;36;98;815;26;1875
6243;3200;37;100;866;26;1938
6259;3181;44;97;823;26;1867
6213;3213;47;106;860;26;1896
6196;3217;44;105;853;26;1925
6189;3220;40;102;826;26;1915
6221;3203;42;103;811;26;1905
6204;3196;45;108;862;26;1918
6241;3153;37;94;816;26;1888
6224;3182;46;101;842;26;1920
6192;3219;35;101;862;26;1894
6229;3185;51;113;852;26;1909
6189;3216;56;115;817;26;1827
6170;3235;43;121;840;26;1917
6190;3221;61;128;829;26;1922
6178;3219;56;131;863;26;1930
6230;3187;59;150;853;26;1946
6215;3154;68;161;795;26;1863
6205;3197;55;150;819;26;1928
6253;3139;56;143;833;26;1876
6248;3150;61;138;831;26;1885
6291;3116;44;130;801;26;1862
6270;3136;53;121;900;26;1941
6255;3183;49;119;805;26;1884
6260;3176;46;127;806;26;1873
6223;3231;48;120;822;26;1873
6167;3203;47;119;829;26;1868
6170;3223;44;113;860;26;1958
6143;3246;52;110;838;26;1899
6112;3295;38;101;843;26;1935
6104;3323;47;105;868;26;1955
6113;3309;56;116;877;26;1984
6109;3313;44;110;893;26;1936
6123;3270;52;118;843;26;1897
6202;3223;57;118;849;26;1946
6178;3227;54;130;757;26;1801
6226;3204;51;128;797;26;1889
6215;3150;55;130;882;26;1910
6224;3145;43;117;832;26;1894
6225;3217;51;113;835;26;1948
6156;3259;45;111;847;26;1860
6155;3232;44;113;855;26;1884
6154;3294;47;108;867;26;1973
6217;3237;47;113;801;26;1924
6177;3244;55;120;850;26;1912
6184;3217;59;127;835;26;1883
6202;3140;63;143;835;26;1853
6206;3139;55;140;867;26;1922
6237;3151;59;145;827;26;1907
6236;3162;64;136;852;26;1883
6168;3208;50;127;839;26;1877
6179;3231;56;121;904;26;1994
6208;3187;49;116;818;26;1881
6240;3157;51;119;869;26;1913
6257;3155;44;109;839;26;1911
6197;3161;47;108;911;26;1974
6221;3212;44;109;813;26;1919
6221;3208;35;110;854;26;1878
6177;3258;42;104;841;26;1870
6189;3229;52;102;866;26;1939
6233;3192;48;112;896;26;1919
6179;3236;54;128;870;26;1927
6218;3201;64;139;835;26;1892
6245;3171;60;147;822;26;1920
6217;3152;60;152;843;26;1841
6221;3139;64;147;882;26;1985
6174;3208;63;158;879;26;1943
6117;3247;65;157;855;26;1884
6108;3241;70;158;815;26;1827
6126;3225;69;159;871;26;1946
6224;3161;66;172;820;26;1958
6190;3129;84;184;893;26;1916
6158;3196;72;181;859;26;1936
6121;3188;75;194;861;26;1861
6167;3164;87;186;880;26;1944
6209;3114;86;204;834;26;1946
6216;3120;81;206;843;26;1890
6184;3103;78;202;861;26;1835
6271;3055;77;199;851;26;1923
6233;3123;70;186;837;26;1938
6208;3119;77;185;829;26;1864
6163;3168;85;193;867;26;1891
6166;3153;88;204;827;26;1875
